,latitude,longitude,defaut_36mois
197,48.8354,2.2413,0.0
198,48.7533,2.2967,0.0
199,48.9899,2.16235,0.0
200,49.0167,2.25,0.0
201,48.9065,2.3334,0.0
202,46.9859,2.613475,0.0
203,44.8404,-0.5805,0.0
204,48.4091,2.7018,0.0
205,43.2543,5.4057,0.0
206,48.7183,2.2498,0.0
207,48.8322,2.35245,0.0
208,48.8117,2.4394,0.0
209,45.6965,4.9438,0.0
210,48.765,2.3961,0.0
211,49.0278,2.3264,0.0
212,49.0956,6.1527,0.0
213,48.8811,2.5929,0.0
214,49.1191,6.1727,0.0
215,48.8944,2.4093,0.0
216,48.7082,2.2887500000000003,0.0
217,43.4173,5.22395,0.0
218,48.75,2.856814285714285,0.0
219,48.7735,1.672,0.0
220,47.1906,-1.5688,0.0
221,48.9265,2.8786666666666663,0.0
222,48.0412,7.534541666666667,0.0
223,44.8404,-0.5805,0.0
224,48.8453,2.7977,0.0
225,43.6586,-1.38435,0.0
226,48.4091,2.7018,0.0
227,49.0435,2.1213,0.0
228,48.8846,2.2697,0.0
229,49.035,2.689376923076923,0.0
230,50.6667,3.0833,0.0
231,45.5822,4.63547,0.0
232,49.5369,0.5497083333333334,0.0
233,49.4565,4.12748,0.0
234,49.4167,1.1982363636363635,0.0
235,48.7052,2.3915,0.0
236,49.4167,1.1982363636363635,0.0
237,43.8829,7.371916666666666,0.0
238,43.4522,5.413,0.0
239,43.3026,5.3758,0.0
240,48.9761,2.04475,0.0
241,48.121,3.27537,0.0
242,43.578,7.0545,0.0
243,43.4932,-1.473,0.0
244,48.8534,2.3641500000000004,0.0
245,43.4831,5.610066666666667,0.0
246,48.9495,2.0407,0.0
247,47.2173,-1.5534,0.0
248,48.892,2.2067,0.0
249,45.7387,4.913,0.0
250,43.6043,1.4437,0.0
251,45.3548,-0.593,0.0
252,46.9859,2.613475,0.0
253,49.0279,2.3679,0.0
254,43.6043,1.4437,0.0
255,45.3443,5.9866875,0.0
256,47.2173,-1.5534,0.0
257,43.6043,1.4437,0.0
258,43.6043,1.4437,0.0
259,43.5518,1.5549333333333333,0.0
260,48.9329,7.640166666666666,0.0
261,49.3656,4.150758333333333,0.0
262,44.8561,-0.5335,0.0
263,48.7052,2.3915,0.0
264,49.8333,2.2308714285714286,1.0
265,49.0435,2.1213,0.0
266,48.9167,2.3833,0.0
267,49.4938,0.1077,0.0
268,48.477,7.6758,0.0
269,48.9064,1.2889166666666667,0.0
270,48.5839,7.7455,0.0
271,48.8138,2.235,0.0
272,48.8944,2.4093,0.0
273,48.8642,2.4432,0.0
274,48.8702,2.4991,0.0
275,48.9065,2.3334,0.0
276,43.5962,1.5873666666666668,0.0
277,48.7695,2.4793,0.0
278,49.1423,2.2773,0.0
279,43.8779,7.4307,0.0
280,48.3706,7.604341666666666,0.0
281,43.2789,5.4152,0.0
282,45.9626,6.150655555555556,0.0
283,49.8675,4.399838461538462,0.0
284,48.4225,7.440671428571428,0.0
285,49.6031,5.276084615384615,0.0
286,49.3472,6.263627272727273,0.0
287,47.1794,-1.6247,0.0
288,43.6301,5.16435,0.0
289,45.8167,4.9,0.0
290,48.8354,2.2413,0.0
291,44.8404,-0.5805,0.0
292,43.4446,-0.7454739130434783,0.0
293,48.5167,2.62415,0.0
294,44.7557,4.570607692307692,0.0
295,48.6587,7.606708333333334,0.0
296,43.6003,1.236,0.0
297,48.9065,2.3334,0.0
298,45.1622,5.6867,0.0
299,50.6667,3.0833,0.0
300,43.7385,1.2380857142857142,0.0
301,49.1705,5.3527,0.0
302,43.2961,5.4362,0.0
303,49.7495,4.65475,0.0
304,48.3135,1.9994,0.0
305,43.7221,7.153,0.0
306,46.6446,2.4858,0.0
307,42.9454,2.309988888888889,0.0
308,46.1631,-1.1522,0.0
309,46.1631,-1.1522,0.0
310,50.633,3.01025,0.0
311,46.9896,3.178175,0.0
312,45.8144,4.8182,0.0
313,45.6478,4.790325,0.0
314,43.2543,5.4057,0.0
315,48.9265,2.8786666666666663,0.0
316,43.6109,3.8764,0.0
317,43.2543,5.4057,0.0
318,44.8404,-0.5805,0.0
319,48.8157,2.3849,0.0
320,49.3,2.5169333333333337,0.0
321,44.274,-1.17646,0.0
322,48.477,7.6758,0.0
323,50.39,2.9056,0.0
324,45.837,4.7719,0.0
325,48.9761,2.04475,0.0
326,49.1604,6.2187833333333336,0.0
327,48.892,2.2067,0.0
328,43.7031,7.2661,0.0
329,43.7031,7.2661,0.0
330,43.6109,3.8764,0.0
331,48.9479,2.2474,0.0
332,49.4431,1.0993,0.0
333,50.3833,2.0136000000000003,0.0
334,42.0035,8.811490000000001,0.0
335,47.3516,-0.2252999999999999,0.0
336,48.9167,2.3833,0.0
337,47.1906,2.40905,0.0
338,43.184,2.9753333333333334,0.0
339,49.2429,-0.33545,0.0
340,48.8162,2.3139,0.0
341,48.9739,1.9648,0.0
342,43.4413,5.3788,0.0
343,48.5839,7.7455,0.0
344,44.397,4.73035,0.0
345,43.5962,1.5873666666666668,0.0
346,48.0088,7.387266666666666,0.0
347,48.8622,2.1415,0.0
348,46.5826,0.3435,0.0
349,48.6354,7.7414,0.0
350,49.0244,0.7069076923076923,0.0
351,48.9002,2.3095,0.0
352,47.2972,-1.4423333333333332,0.0
353,49.1423,2.2773,0.0
354,43.3021,5.4014,0.0
355,48.7651,2.2665,0.0
356,48.8534,2.35245,0.0
357,48.7533,2.2967,0.0
358,48.6143,2.4076,0.0
359,43.2708,5.3821,0.0
360,48.821,2.2772,0.0
361,47.0977,-1.39578,0.0
362,48.6615,3.5213,0.0
363,49.7671,4.8089,0.0
364,49.2653,4.0285,0.0
365,48.9482,2.1917,0.0
366,43.4892,-1.5192,0.0
367,46.0889,6.1037333333333335,0.0
368,49.0588,2.1911,0.0
369,50.6582,2.78898,0.0
370,50.633,3.01025,0.0
371,47.0966,4.945213636363636,0.0
372,47.2972,-1.4423333333333332,0.0
373,47.889,7.313566666666666,0.0
374,48.8157,2.3849,0.0
375,46.3343,4.88705,0.0
376,43.2708,5.3821,0.0
377,44.8076,-0.5514,0.0
378,43.4412,3.300466666666667,0.0
379,48.8835,2.33535,0.0
380,48.9263,6.234178571428571,0.0
381,48.7987,2.0681,0.0
382,51.0344,2.3768,0.0
383,48.8982,2.5791,0.0
384,48.8854,2.4348,0.0
385,49.0701,2.0628,0.0
386,48.8854,2.4348,0.0
387,48.9065,2.3334,0.0
388,43.9483,4.8089,0.0
389,43.2789,5.4152,0.0
390,46.3075,4.7848,0.0
391,48.9065,2.3334,0.0
392,48.5676,3.2547454545454544,0.0
393,48.9711,2.2049,0.0
394,49.2082,6.09555,0.0
395,48.2876,7.501859999999999,0.0
396,49.8667,2.5354444444444444,0.0
397,48.7183,2.2498,0.0
398,47.9061,-4.025666666666667,0.0
399,49.0347,4.825313636363637,0.0
400,48.9167,2.2833,0.0
401,48.9167,2.2833,0.0
402,48.4848,-2.657775,0.0
403,44.8056,-0.6324,0.0
404,48.8125,2.0486,0.0
405,48.8354,2.63,0.0
406,48.5177,2.671925,0.0
407,45.7474,4.7002500000000005,0.0
408,45.9358,4.800811111111111,0.0
409,45.667,3.1855,0.0
410,49.0565,2.02518,0.0
411,48.5575,7.6825,0.0
412,43.6043,1.4437,0.0
413,48.9188,2.254,0.0
414,44.8076,-0.5514,0.0
415,48.9065,2.3334,0.0
416,45.7485,4.84435,0.0
417,44.9915,-0.3955863636363636,0.0
418,49.6512,0.4064227272727272,0.0
419,49.2977,6.047166666666667,0.0
420,48.9068,2.5065,0.0
421,44.9915,-0.3955863636363636,0.0
422,48.3007,4.0852,0.0
423,46.6446,2.4858,0.0
424,48.8944,2.4093,0.0
425,47.0046,-2.2415,0.0
426,48.516,7.6483,0.0
427,49.0688,3.721618181818182,0.0
428,48.8354,2.2413,0.0
429,44.8404,-0.5805,0.0
430,48.8157,2.3849,0.0
431,47.2173,-1.5534,0.0
432,48.0182,2.877333333333333,0.0
433,47.9517,3.5116272727272726,0.0
434,43.9288,4.542838461538461,0.0
435,45.7485,4.8406,0.0
436,49.1423,2.2773,0.0
437,44.7589,0.6092222222222222,0.0
438,43.2135,5.617,0.0
439,49.0339,-0.5108916666666666,0.0
440,48.8642,2.4432,0.0
441,48.8939,2.2886,0.0
442,44.711,-0.5311142857142858,1.0
443,45.8137,5.057042857142856,0.0
444,48.8024,2.2935,0.0
445,48.6733,6.1528,0.0
446,48.9482,2.1917,0.0
447,43.2907,5.4384,0.0
448,49.7221,4.7190666666666665,0.0
449,48.7052,2.3915,0.0
450,49.536,0.18624,0.0
451,43.1476,2.786291304347826,0.0
452,49.3399,2.483916666666667,0.0
453,48.8834,2.2389,0.0
454,43.3186,5.4084,0.0
455,49.0701,2.0628,0.0
456,48.8125,2.0486,0.0
457,48.8453,2.7977,0.0
458,43.2043,0.0728333333333333,0.0
459,45.7485,4.84925,0.0
460,47.2077,-1.5033,0.0
461,43.7385,1.2380857142857142,0.0
462,46.2057,5.2075,0.0
463,45.597,5.8672,0.0
464,45.9184,6.097099999999999,0.0
465,48.9737,1.7025,0.0
466,49.0167,2.1,0.0
467,43.3021,5.4014,0.0
468,47.3167,5.0167,0.0
469,48.5864,7.6502,0.0
470,43.8078,7.127414285714286,0.0
471,46.1129,6.0381,0.0
472,43.5283,5.52106,0.0
473,48.6844,6.185,0.0
474,44.202,0.6206,0.0
475,45.7485,4.84435,0.0
476,49.003,2.91165,0.0
477,48.7166,2.631866666666667,0.0
478,47.8671,3.5859,0.0
479,47.1986,6.147583333333333,0.0
480,44.8404,-0.5805,0.0
481,47.7052,-3.13905,0.0
482,48.8453,2.7977,0.0
483,48.9496,2.5684,0.0
484,45.6276,4.92425,0.0
485,44.8056,-0.6324,0.0
486,48.9535,2.3151,0.0
487,48.6587,7.606708333333334,0.0
488,43.4812,1.39585,0.0
489,48.6721,2.3932,0.0
490,45.7687,4.9588,0.0
491,49.3432,0.93214,0.0
492,48.0618,7.41915,0.0
493,48.5686,7.53165,0.0
494,48.0808,7.3558,0.0
495,48.5686,7.53165,0.0
496,45.4218,4.2301,0.0
497,43.5513,7.0128,0.0
498,43.2543,5.4057,0.0
499,44.8056,-0.6324,0.0
500,43.2829,5.3602,0.0
501,50.6942,3.1746,0.0
502,45.5822,4.63547,0.0
503,43.5513,7.0128,0.0
504,49.8538,4.7329,0.0
505,45.8137,4.7167,0.0
506,47.2173,-1.5534,0.0
507,49.4239,1.6674722222222222,0.0
508,48.9167,2.2833,0.0
509,43.3459,-1.584,0.0
510,48.8534,2.34975,0.0
511,43.2907,5.4384,0.0
512,49.4167,1.1982363636363635,0.0
513,45.3447,0.7893428571428572,0.0
514,48.2096,4.170400000000001,0.0
515,44.8404,-0.5805,0.0
516,43.7031,7.2661,0.0
517,48.9193,2.5431,0.0
518,48.9265,2.8786666666666663,0.0
519,45.5582,4.9035625,0.0
520,45.1816,-0.176725,0.0
521,44.6613,-1.1725,0.0
522,50.4798,3.1477,0.0
523,47.5921,7.5592,0.0
524,45.7482,4.535666666666667,0.0
525,48.9737,1.7025,0.0
526,48.8534,2.3466,0.0
527,49.4938,0.1077,0.0
528,49.3399,2.483916666666667,0.0
529,47.4083,-1.1324999999999998,0.0
530,48.7577,2.2188,0.0
531,48.8354,2.2413,0.0
532,47.2332,0.21248,0.0
533,43.6727,7.0565,0.0
534,43.6106,1.3347,0.0
535,45.9358,4.800811111111111,0.0
536,49.4938,0.1077,0.0
537,48.8222,2.1122,0.0
538,50.1006,3.58705,0.0
539,44.8404,-0.5805,0.0
540,47.2712,-1.6236,0.0
541,43.8054,-1.0688,0.0
542,47.4756,-1.77272,0.0
543,48.0021,0.2025,0.0
544,48.6051,7.573014285714286,0.0
545,44.6339,-1.04625,0.0
546,50.7239,3.1612,0.0
547,45.9184,6.097099999999999,0.0
548,45.7964,5.049325,0.0
549,49.7221,4.7190666666666665,0.0
550,43.3707,5.7819,0.0
551,43.3707,5.7819,0.0
552,45.65,0.1534,0.0
553,46.2057,5.2075,0.0
554,43.5766,7.0191,0.0
555,47.8,0.6973666666666668,0.0
556,45.2346,5.916320000000001,0.0
557,47.7593,7.5179,0.0
558,44.7552,-0.5486500000000001,0.0
559,43.095,6.0735,0.0
560,43.1244,5.9284,0.0
561,47.1986,6.147583333333333,0.0
562,45.0716,5.5748,0.0
563,49.0016,2.0969,0.0
564,49.6716,0.234625,0.0
565,48.8453,2.7977,0.0
566,43.3129,6.292516666666667,0.0
567,48.9356,2.3539,0.0
568,47.2173,-1.5534,0.0
569,49.2291,-0.3006,0.0
570,49.2291,-0.3006,0.0
571,45.6766,4.065863157894737,0.0
572,43.6833,3.8016,0.0
573,45.1577,0.7022999999999999,0.0
574,47.454,0.8194500000000001,0.0
575,48.6136,5.858442857142857,0.0
576,43.2829,5.3602,0.0
577,45.6965,4.9438,0.0
578,49.3755,0.3812125,0.0
579,47.2173,-1.5534,0.0
580,48.515,3.232525,0.0
581,43.7878,-0.933275,0.0
582,49.0167,2.1,0.0
583,48.9535,2.3151,0.0
584,43.6043,1.4437,0.0
585,44.8404,-0.5805,0.0
586,48.8254,2.4746,0.0
587,44.8404,-0.5805,0.0
588,44.8425,-0.6451,0.0
589,47.2173,-1.5534,0.0
590,49.8854,2.927391428571428,0.0
591,44.3713,6.3219125,0.0
592,48.4149,-4.2400416666666665,0.0
593,47.0895,1.00536,0.0
594,48.9482,2.1917,0.0
595,48.8534,2.31285,0.0
596,49.0776,2.2982750000000003,0.0
597,48.8534,2.3641500000000004,0.0
598,48.3007,4.0852,0.0
599,43.2961,5.4362,0.0
600,43.6607,-1.3044444444444443,0.0
601,46.349,6.0478875,0.0
602,46.0889,6.1037333333333335,0.0
603,47.1906,-1.5688,0.0
604,46.2249,-0.9097714285714286,0.0
605,48.7956,2.308,0.0
606,44.3265,-1.059,0.0
607,49.4565,4.12748,0.0
608,50.6083,2.9566,0.0
609,48.3997,2.982283333333333,0.0
610,48.3997,2.982283333333333,0.0
611,49.05,2.06215,0.0
612,48.9065,2.3334,1.0
613,47.2751,-2.2179,0.0
614,45.9626,6.150655555555556,0.0
615,43.6127,-0.3989826086956522,0.0
616,43.6043,1.4437,0.0
617,48.6354,7.7414,0.0
618,48.9479,2.2474,0.0
619,44.8935,6.651525,0.0
620,45.5756,5.92435,0.0
621,44.8404,-0.5805,0.0
622,48.9258,2.4453,0.0
623,43.2135,5.617,0.0
624,48.7038,2.3391,0.0
625,49.4167,1.1982363636363635,0.0
626,48.7695,2.4793,0.0
627,45.2603,5.67905,0.0
628,46.6147,1.39898,0.0
629,45.9088,6.1256,0.0
630,45.9088,6.1256,0.0
631,48.7997,2.0232,0.0
632,48.849,2.718066666666666,0.0
633,47.7333,5.055415,0.0
634,43.4831,5.610066666666667,0.0
635,47.4407,-2.11024,0.0
636,44.8404,-0.5805,0.0
637,48.7664,2.0341,0.0
638,48.9188,2.254,0.0
639,44.8306,-0.5147,0.0
640,43.3186,5.4084,0.0
641,45.3347,5.49267,0.0
642,47.8833,1.80255,0.0
643,43.217,2.38095,0.0
644,49.4938,0.1077,0.0
645,45.8913,6.72275,0.0
646,44.8765,-0.5192,0.0
647,44.6924,-0.9234666666666668,0.0
648,49.7495,4.65475,0.0
649,49.1367,-0.7943571428571429,0.0
650,48.9329,7.640166666666666,0.0
651,48.9329,7.640166666666666,0.0
652,43.2907,5.4384,0.0
653,48.4971,7.454750000000001,0.0
654,48.6075,7.7493,0.0
655,44.8561,-0.5335,0.0
656,48.8487,2.6243,0.0
657,49.2653,4.0285,0.0
658,43.8366,4.3579,0.0
659,49.0241,1.1508,0.0
660,44.8076,-0.5514,0.0
661,44.604,4.8127,0.0
662,48.9414,1.99315,0.0
663,48.892,2.2067,0.0
664,43.4101,5.3084,0.0
665,50.633,3.0586,0.0
666,44.8085,-0.5892,0.0
667,47.3022,-0.6401749999999999,0.0
668,48.8322,2.35245,0.0
669,49.3709,6.1719,0.0
670,48.8157,2.3849,0.0
671,48.7872,2.4033,0.0
672,47.2922,-2.3639,0.0
673,48.5839,7.7455,0.0
674,43.6043,1.4437,0.0
675,44.8404,-0.5805,0.0
676,44.8404,-0.5805,0.0
677,47.2751,-2.2179,0.0
678,48.9018,2.4893,0.0
679,49.1485,7.1286375,0.0
680,46.1682,6.30156,0.0
681,43.8041,7.4756,0.0
682,48.8939,2.2886,0.0
683,48.7685,2.4187,0.0
684,49.4167,1.1982363636363635,0.0
685,48.8254,2.4746,0.0
686,45.6766,4.065863157894737,0.0
687,43.6043,1.4437,0.0
688,43.4549,5.4691,0.0
689,49.7052,1.024915,0.0
690,48.8453,2.7977,0.0
691,46.4349,4.958175,0.0
692,45.8334,4.87635,0.0
693,43.2969,5.3826,0.0
694,43.3445,5.38,0.0
695,43.6043,1.4437,0.0
696,49.3145,-0.355,0.0
697,43.578,7.0545,0.0
698,43.2961,5.4362,0.0
699,43.4368,-1.53,0.0
700,48.6348,2.5481,0.0
701,48.9065,2.3334,0.0
702,48.5437,7.711,0.0
703,43.6043,1.4437,0.0
704,50.6083,2.9566,0.0
705,48.3709,-1.9010153846153848,0.0
706,49.3,0.812276923076923,0.0
707,44.8076,-0.5514,0.0
708,48.9243,2.2128,0.0
709,48.7733,2.0739,0.0
710,48.5796,0.6675235294117646,0.0
711,48.112,-1.6743,0.0
712,45.9137,4.7895,0.0
713,43.6043,1.4437,0.0
714,47.1899,-1.684,0.0
715,43.8671,1.531175,0.0
716,49.0701,2.0628,0.0
717,48.7038,2.3391,0.0
718,48.5426,7.402871428571428,0.0
719,48.8944,2.4093,0.0
720,48.7054,2.4504,0.0
721,48.3584,2.1388333333333334,0.0
722,48.3903,-4.4863,0.0
723,43.1826,6.02938,0.0
724,43.4892,-1.5192,0.0
725,48.8498,2.5627,0.0
726,44.9118,-0.7576,0.0
727,48.8811,2.5929,0.0
728,43.3445,5.38,0.0
729,48.3007,4.0852,0.0
730,47.2173,-1.5534,0.0
731,48.8835,2.33535,0.0
732,48.3007,4.0852,0.0
733,46.1502,-1.3108,0.0
734,48.112,-1.6743,0.0
735,43.4831,5.610066666666667,0.0
736,43.3357,5.482,0.0
737,48.7183,2.2498,0.0
738,48.8967,2.2567,0.0
739,45.7964,5.049325,0.0
740,43.4549,5.4691,0.0
741,43.1244,5.9284,0.0
742,48.3111,5.877510344827586,0.0
743,43.2073,6.506266666666666,0.0
744,48.6075,7.7493,0.0
745,48.8702,2.4991,0.0
746,48.9243,2.2128,0.0
747,49.2333,6.0167,0.0
748,49.2333,6.0167,0.0
749,48.9018,2.4893,0.0
750,48.9112,1.4384,0.0
751,43.6109,3.8764,0.0
752,48.5839,7.7455,0.0
753,48.6315,7.4462947368421055,0.0
754,44.9118,-0.7576,0.0
755,43.5513,7.0128,0.0
756,48.7322,2.4493,0.0
757,43.1517,6.3422,0.0
758,43.6867,5.41455,0.0
759,48.9188,2.254,0.0
760,44.6976,6.075699999999999,0.0
761,43.3026,5.3758,0.0
762,48.9356,2.3539,0.0
763,44.8404,-0.5805,0.0
764,48.9333,2.3,0.0
765,46.0889,6.1037333333333335,0.0
766,46.1853,6.2069,0.0
767,48.7655,2.99606,0.0
768,44.0574,5.802575,0.0
769,49.2987,6.356555555555556,0.0
770,43.5887,1.3192,0.0
771,47.0985,-1.4513166666666668,0.0
772,50.7239,3.1612,0.0
773,47.4579,-0.6560333333333334,0.0
774,48.9479,2.2474,0.0
775,43.7167,4.1667,0.0
776,48.82,2.3,0.0
777,46.6697,-1.4435,0.0
778,44.0362,4.9963,0.0
779,43.6423,5.0948,0.0
780,46.6697,-1.4435,0.0
781,43.3186,5.4084,0.0
782,49.5216,2.7330823529411767,0.0
783,45.7485,4.84925,0.0
784,48.489,7.7164,0.0
785,50.633,3.0586,0.0
786,44.7552,-0.5486500000000001,0.0
787,49.8028,2.922568421052632,0.0
788,47.9193,-4.3258,0.0
789,48.7956,2.308,0.0
790,45.628,4.7282125,0.0
791,48.8854,2.4348,0.0
792,47.2807,1.0449444444444445,0.0
793,48.8915,2.4645,0.0
794,49.2987,6.356555555555556,0.0
795,48.7999,2.3326,0.0
796,44.8056,-0.6324,0.0
797,48.9482,2.1917,0.0
798,48.8714,2.2293,0.0
799,50.6667,3.0833,0.0
800,48.7082,2.2887500000000003,0.0
801,48.7939,2.4932,0.0
802,43.3614,1.9657428571428568,0.0
803,49.0929,1.4633,0.0
804,48.112,-1.6743,0.0
805,48.7741,2.0178,0.0
806,48.8162,2.3139,0.0
807,48.8221,2.4122,0.0
808,47.2807,1.0449444444444445,0.0
809,48.8846,2.2697,0.0
810,43.6043,1.4437,0.0
811,48.8835,2.33535,0.0
812,48.8232,1.9541,0.0
813,48.9098,2.4501,1.0
814,47.2173,-1.5534,0.0
815,43.5766,7.0191,0.0
816,48.1974,3.284683333333333,0.0
817,43.6109,3.8764,0.0
818,41.6277,8.915375000000001,0.0
819,48.7685,2.4187,0.0
820,47.5082,6.6965,0.0
821,44.8056,-0.6324,0.0
822,48.9381,2.494,0.0
823,47.3167,5.0167,0.0
824,49.276,6.206475,0.0
825,43.6043,1.4437,0.0
826,48.6488,2.46725,0.0
827,43.7804,4.742649999999999,0.0
828,49.6398,-1.61555,0.0
829,43.9298,2.148,0.0
830,48.9514,3.02075,0.0
831,48.7166,2.631866666666667,0.0
