,COD_CPPOP_CRI,IRPAR_USAGE_V12_MAX,IRPRO_USAGE_V12_MAX,QUA_INT_1_BRP,QUA_INT_MAX_BRP,CODTYP_CRT_TRAVAIL_CRI,COD_SITU_LOGT_CRI,COD_TYPE_MARCHE_CRI,IND_PRIMO_ACCEDT_CRI,TOP_NAT_FR_CRI,g_MNT_TOT_ASSURANCE_CRI,g_COUT_RACHAT_BRP,g_quotite,g_PCT_TEG_TAEG_CRI,g_MOY_ANC_PROF_BRP,g_BEST_APPORT_TX_BRP,defaut_36mois
65612,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_3,grp_1,,0
65665,0,0,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_3,grp_3,grp_3,grp_2,0
65713,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,grp_1,0
65753,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_1,0
65793,2,2,1,0,0,0,3,1,1,1,grp_3,grp_1,grp_1,grp_3,grp_1,grp_3,0
65825,2,1,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_3,grp_1,,0
65939,1,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_1,grp_2,grp_3,grp_2,0
65980,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_1,0
66015,0,0,1,1,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_2,,0
66030,2,0,1,0,0,0,1,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
66034,0,2,1,1,0,2,3,0,1,1,grp_2,grp_3,grp_1,grp_4,grp_1,grp_1,0
66044,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_4,grp_3,grp_1,grp_4,0
66048,0,2,1,0,0,0,2,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_1,,0
66061,0,0,1,2,1,0,1,0,0,1,grp_2,grp_3,grp_3,grp_2,grp_1,grp_4,0
66071,0,2,1,1,0,2,1,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_2,grp_1,0
66138,0,2,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,,0
66141,1,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_2,grp_2,0
66143,2,0,0,3,2,0,2,1,1,1,grp_1,grp_2,grp_2,grp_1,grp_3,grp_4,0
66172,0,2,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_1,grp_2,grp_2,grp_1,0
66194,2,0,1,0,0,2,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_1,grp_2,0
66247,1,0,1,0,0,1,1,0,1,1,grp_1,grp_3,grp_4,grp_1,grp_2,grp_4,0
66316,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,,0
66328,2,0,1,1,0,0,3,0,1,0,grp_1,grp_1,grp_4,grp_1,grp_2,grp_1,0
66329,2,2,1,0,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
66363,2,2,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_2,0
66366,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_1,0
66372,0,2,1,0,0,0,2,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_1,grp_3,0
66399,2,0,1,0,0,1,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_3,0
66419,0,2,1,0,0,0,1,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,grp_1,0
66436,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_2,grp_1,0
66464,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_2,0
66496,1,2,1,2,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,grp_1,0
66541,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_2,0
66561,1,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_1,grp_4,grp_2,grp_1,0
66576,2,0,1,0,0,2,1,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,,0
66633,2,0,1,2,0,0,1,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_3,,0
66649,1,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_2,grp_3,grp_1,,0
66713,0,0,1,0,0,0,2,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_3,grp_4,0
66771,2,2,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_2,grp_2,0
66796,0,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_3,grp_3,0
66860,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_1,,0
66892,0,1,1,0,1,0,1,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_2,,0
66930,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_3,grp_2,0
66935,2,2,0,0,0,0,3,1,1,1,grp_3,grp_2,grp_1,grp_2,grp_1,grp_2,0
66988,2,0,1,0,0,1,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_2,grp_2,0
67056,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_2,grp_2,0
67057,2,1,1,0,1,0,3,1,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_2,0
67059,2,2,1,0,0,0,3,1,1,1,grp_3,grp_2,grp_1,grp_1,grp_1,grp_2,0
67096,2,0,1,0,0,0,3,1,1,1,grp_3,grp_2,grp_2,grp_3,grp_1,,0
67104,2,2,1,1,0,0,3,1,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
67128,1,1,1,0,0,2,1,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_1,grp_1,0
67183,0,0,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_2,0
67262,0,0,1,2,1,2,1,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_3,grp_2,0
67267,2,0,1,0,0,0,2,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_3,0
67275,0,0,1,0,1,2,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_1,,0
67281,0,2,1,2,1,0,1,0,0,1,grp_3,grp_3,grp_4,grp_3,grp_1,grp_4,0
67307,1,1,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_3,grp_2,0
67345,2,0,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_2,grp_1,grp_1,,0
67348,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_3,0
67357,2,0,1,1,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
67359,2,2,1,2,1,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_2,0
67396,2,0,1,0,0,2,3,0,1,1,grp_3,grp_2,grp_2,grp_1,grp_3,grp_1,0
67420,1,0,1,0,0,2,3,0,1,1,grp_1,grp_3,grp_2,grp_3,grp_1,,0
67425,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_1,grp_1,grp_4,0
67433,2,1,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
67466,1,2,1,1,0,1,3,1,1,1,grp_1,grp_3,grp_3,grp_4,grp_1,grp_3,0
67483,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_3,grp_1,,0
67540,0,2,1,0,0,2,1,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_1,0
67631,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_2,grp_2,0
67653,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_2,0
67677,2,0,1,2,1,0,1,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_2,grp_2,0
67684,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_1,grp_2,grp_1,0
67714,2,0,1,0,1,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_1,0
67760,0,0,1,0,0,0,1,1,0,1,grp_1,grp_3,grp_1,grp_3,grp_3,grp_1,0
67775,1,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_3,grp_2,grp_1,grp_2,0
67898,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
67906,0,0,1,0,1,2,1,0,0,1,grp_2,grp_3,grp_3,grp_2,grp_3,grp_2,0
67918,0,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_2,,0
67973,1,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_4,grp_1,grp_1,0
67984,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_3,grp_2,0
68032,2,0,1,1,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,,0
68083,1,2,1,0,0,0,2,0,0,1,grp_3,grp_3,grp_1,grp_1,grp_3,grp_4,0
68098,0,2,1,2,1,2,1,0,0,1,grp_2,grp_3,grp_4,grp_3,grp_1,grp_4,0
68102,2,2,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_1,grp_2,grp_2,0
68123,0,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,grp_1,0
68147,1,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_4,grp_3,grp_2,grp_4,0
68169,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,,0
68189,1,0,1,2,1,0,1,0,0,1,grp_1,grp_3,grp_4,grp_1,grp_1,grp_3,0
68190,0,2,1,2,1,2,2,0,0,1,grp_2,grp_3,grp_2,grp_3,grp_3,,0
68192,2,2,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_1,grp_2,grp_2,0
68238,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_1,0
68243,2,2,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
68256,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_3,0
68270,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_3,grp_3,0
68273,2,0,1,2,1,0,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_1,grp_1,0
68310,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_2,,0
68334,0,0,1,2,1,0,3,0,1,1,grp_3,grp_3,grp_1,grp_3,grp_2,,0
68410,1,1,0,0,0,0,1,1,0,1,grp_2,grp_3,grp_1,grp_3,grp_1,grp_1,0
68411,0,2,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_1,grp_3,grp_1,grp_1,0
68431,2,0,1,0,0,2,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_1,0
68433,2,0,1,0,0,2,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_2,grp_2,0
68435,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
68442,0,2,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_3,grp_2,grp_3,grp_2,0
68494,0,0,1,0,0,2,1,0,0,1,grp_1,grp_3,grp_4,grp_2,grp_1,grp_4,0
68499,0,0,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_3,grp_2,grp_1,grp_2,0
68543,2,0,0,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
68579,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_1,grp_2,0
68585,2,0,1,0,0,2,1,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
68658,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_3,,0
68691,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_2,0
68697,1,2,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_3,grp_4,grp_2,grp_3,0
68714,2,0,1,0,0,0,3,0,1,0,grp_2,grp_2,grp_1,grp_1,grp_1,grp_3,0
68759,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_3,grp_1,grp_3,0
68783,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_2,grp_2,0
68797,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_3,grp_1,0
68812,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
68837,2,0,1,0,0,0,3,0,1,0,grp_3,grp_1,grp_1,grp_3,grp_2,grp_3,0
68846,2,2,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_1,grp_2,,0
68915,0,2,1,1,0,0,1,0,0,1,grp_1,grp_3,grp_1,grp_3,grp_2,grp_1,0
68934,2,0,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_2,grp_2,grp_3,grp_1,0
69014,1,0,1,0,0,0,1,1,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,0
69020,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_1,0
69030,2,2,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_1,0
69076,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_1,0
69077,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_2,grp_2,0
69080,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
69112,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_3,grp_1,grp_1,grp_1,0
69147,1,2,1,0,0,2,1,0,0,1,grp_3,grp_3,grp_3,grp_4,grp_3,,0
69154,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_2,,0
69192,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_3,0
69195,2,0,1,2,1,2,2,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
69240,0,2,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_3,grp_2,0
69247,0,0,1,0,0,0,2,0,1,1,grp_1,grp_3,grp_4,grp_1,grp_1,grp_4,0
69254,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
69292,0,0,1,0,0,1,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_3,grp_1,0
69295,0,0,1,0,0,0,3,0,1,0,grp_2,grp_3,grp_4,grp_2,grp_2,grp_4,0
69297,2,2,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_1,0
69310,1,2,1,2,0,0,3,0,1,1,grp_1,grp_3,grp_4,grp_3,grp_1,grp_4,0
69323,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
69339,1,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_3,,0
69389,0,0,1,2,1,0,2,0,0,1,grp_2,grp_3,grp_1,grp_2,grp_1,grp_2,0
69437,0,0,1,0,1,2,1,0,0,1,grp_2,grp_3,grp_3,grp_1,grp_3,grp_3,0
69450,0,2,1,0,0,0,3,0,1,0,grp_2,grp_3,grp_1,grp_3,grp_2,,0
69454,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_1,0
69466,0,1,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_2,,0
69484,0,0,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_3,grp_2,grp_3,grp_2,0
69496,2,2,1,2,1,0,1,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_3,grp_2,0
69520,2,0,1,2,1,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_3,grp_3,0
69536,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_2,grp_2,0
69544,2,2,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_1,,0
69570,1,2,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_3,grp_2,0
69574,1,0,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_1,grp_1,0
69596,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_1,0
69603,2,0,1,0,0,0,3,1,1,1,grp_2,grp_1,grp_1,grp_1,grp_1,grp_1,0
69627,1,1,1,0,0,2,3,0,1,1,grp_1,grp_3,grp_3,grp_3,grp_1,grp_2,0
69647,0,0,1,0,1,0,1,0,0,1,grp_2,grp_3,grp_3,grp_1,grp_2,grp_2,0
69668,0,2,1,0,0,0,1,0,1,1,grp_1,grp_3,grp_4,grp_1,grp_3,grp_4,0
69683,0,2,1,2,1,2,1,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_1,grp_2,0
69702,1,2,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_3,grp_3,grp_3,,0
69711,0,2,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_3,grp_3,grp_2,grp_3,0
69718,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,,0
69722,0,2,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_3,grp_3,grp_3,grp_3,0
69739,2,0,1,1,0,2,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,grp_3,0
69748,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_3,grp_3,0
69786,0,1,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_3,,0
69837,0,0,1,0,0,0,2,0,0,1,grp_2,grp_3,grp_1,grp_2,grp_3,grp_2,0
69852,1,0,1,0,0,2,1,0,0,1,grp_1,grp_3,grp_3,grp_3,grp_1,,0
69882,2,0,1,1,0,0,2,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
69893,1,0,1,0,0,0,3,0,0,1,grp_1,grp_3,grp_3,grp_3,grp_2,grp_2,0
69918,1,0,1,2,1,0,2,0,0,1,grp_2,grp_3,grp_3,grp_3,grp_2,,0
69926,2,0,1,2,1,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_3,grp_4,0
69933,2,0,1,0,0,1,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_2,grp_3,0
69940,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_3,grp_2,0
69965,1,0,1,2,0,2,1,0,0,1,grp_3,grp_3,grp_3,grp_3,grp_1,,0
69972,2,0,1,1,0,0,3,0,1,1,grp_1,grp_1,grp_4,grp_2,grp_3,grp_3,0
69975,2,2,1,0,1,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_2,0
70018,1,0,1,0,0,0,3,0,0,1,grp_2,grp_3,grp_3,grp_3,grp_3,grp_3,0
70019,2,2,1,2,1,2,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_1,grp_1,0
70030,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_1,,0
70108,0,0,1,0,0,2,1,0,0,1,grp_2,grp_3,grp_1,grp_1,grp_1,grp_1,0
70137,1,0,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_1,,0
70181,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_2,grp_4,0
70197,0,2,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_3,grp_1,grp_1,grp_2,0
70223,1,0,1,0,0,2,3,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_1,grp_2,0
70228,0,0,1,2,1,0,1,0,0,1,grp_2,grp_3,grp_3,grp_1,grp_1,grp_3,0
70236,0,0,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_3,grp_2,0
70242,2,2,1,2,1,2,3,0,1,1,grp_1,grp_3,grp_3,grp_4,grp_1,grp_2,0
70244,2,2,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_2,grp_1,0
70249,0,0,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_3,grp_3,grp_1,grp_2,0
70255,2,0,1,2,1,0,1,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
70276,0,2,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_1,0
70277,0,2,1,1,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,grp_1,0
70333,0,0,1,0,0,0,2,0,0,1,grp_2,grp_3,grp_3,grp_1,grp_1,grp_3,0
70349,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,grp_2,0
70350,2,2,1,0,0,0,3,1,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_1,0
70394,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_1,0
70403,2,1,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_2,grp_2,0
70428,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_1,grp_1,0
70441,2,2,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_2,grp_3,0
70447,0,2,1,0,0,0,2,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_1,0
70486,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,grp_1,0
70493,2,0,1,1,0,0,1,1,1,0,grp_1,grp_1,grp_1,grp_2,grp_1,grp_3,0
70523,2,1,1,0,0,0,3,0,1,0,grp_3,grp_2,grp_1,grp_3,grp_1,grp_2,0
70541,0,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,,0
70546,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_4,grp_3,grp_1,grp_4,0
70577,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_1,0
70602,0,0,1,0,0,0,3,0,0,1,grp_3,grp_3,grp_4,grp_4,grp_1,grp_4,0
70635,2,0,1,0,0,0,3,0,1,1,grp_3,grp_1,grp_1,grp_2,grp_1,grp_2,0
70639,1,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_3,grp_1,grp_3,0
70648,1,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_3,grp_1,grp_1,0
70655,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_2,0
70657,2,0,1,0,0,1,3,1,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
70660,2,2,1,1,0,0,1,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,,0
70669,2,2,1,0,0,0,1,0,1,1,grp_1,grp_1,grp_4,grp_1,grp_1,grp_4,0
70687,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_2,0
70706,0,1,1,0,0,2,1,0,1,1,grp_3,grp_3,grp_3,grp_3,grp_2,grp_2,0
70713,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_2,grp_1,grp_3,0
70716,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_2,0
70729,1,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_3,grp_1,,0
70731,2,0,1,2,1,0,3,1,1,1,grp_2,grp_1,grp_2,grp_3,grp_2,grp_1,0
70739,2,2,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
70757,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_3,grp_1,0
70769,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_3,0
70789,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
70811,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_2,0
70816,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_1,grp_2,0
70824,0,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_2,grp_1,grp_3,,0
70833,0,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_4,grp_2,grp_1,grp_4,0
70846,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_2,0
70854,0,2,1,2,1,0,1,0,0,1,grp_2,grp_3,grp_4,grp_2,grp_1,grp_4,0
70863,1,0,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_1,grp_4,grp_1,grp_1,0
70872,1,2,1,0,0,2,1,0,0,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,0
70888,1,2,1,0,1,0,3,0,1,1,grp_1,grp_3,grp_2,grp_2,grp_1,,0
70906,0,0,1,0,1,2,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_1,,0
70998,2,2,1,0,0,0,3,0,0,1,grp_3,grp_2,grp_3,grp_3,grp_1,grp_2,0
71033,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_3,0
71040,2,2,1,2,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_3,grp_1,grp_1,0
71055,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_1,0
71068,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_2,grp_3,0
71098,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_2,0
71116,0,0,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_1,grp_1,grp_3,grp_2,0
71128,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_2,,0
71130,2,0,1,0,0,0,3,0,0,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_2,0
71148,0,2,1,0,0,0,2,0,0,1,grp_2,grp_3,grp_3,grp_1,grp_1,grp_3,0
71163,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_3,0
71177,2,0,1,1,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_2,grp_3,grp_1,0
71185,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_1,grp_3,,0
71211,0,1,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_2,grp_3,0
71275,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_2,grp_3,0
71282,0,0,1,0,0,0,1,0,0,1,grp_1,grp_3,grp_4,grp_2,grp_3,grp_4,0
71296,2,2,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_1,grp_2,0
71304,1,2,1,0,1,0,3,0,1,1,grp_2,grp_3,grp_2,grp_1,grp_2,,0
